Municipio,codigo_dane,Departamento,hurtos_totales_promedio,hurtos_auto_promedio,hurtos_moto_promedio,recuperacion_total,captura_total,proporcion_motos,latitud,longitud,tasa_recuperacion,tasa_captura,categoria_hurtos,categoria_recuperacion,cluster_kmeans_geo1_robusto_limpio_id,cluster_kmeans_geo1_robusto_limpio_label,cluster_kmeans_geo1_robusto_limpio_orden
SAN JUAN NEPOMUCENO,13657000,BOLIVAR,106,10,96,82,15,0.9019607843137256,9.953751,-75.081761,0.7735849056603774,0.1415094339622641,Alto,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SAN JUANITO,50686000,META,3,0,3,1,0,1.0,4.458181,-73.676699,0.3333333333333333,0.0,Leve,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SAN LORENZO,52687000,NARINO,42,5,37,61,3,0.875,1.503362,-77.21542,1.4523809523809523,0.0714285714285714,Alto,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SAN LUIS,5660000,ANTIOQUIA,81,26,55,68,15,0.6730769230769231,6.043017,-74.993619,0.8395061728395061,0.1851851851851851,Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAN LUIS,5660000,TOLIMA,77,16,61,74,17,0.7866666666666666,6.043017,-74.993619,0.961038961038961,0.2207792207792207,Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAN LUIS DE GACENO,15667000,BOYACA,9,2,7,10,0,0.875,4.81976,-73.168076,1.1111111111111112,0.0,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SAN LUIS DE PALENQUE,85325000,CASANARE,47,5,42,28,2,0.8888888888888888,5.422397,-71.732198,0.5957446808510638,0.0425531914893617,Alto,Grave,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
SAN LUIS DE SINCE,70742000,SUCRE,166,2,164,84,28,0.9875776397515528,9.244308,-75.145999,0.5060240963855421,0.1686746987951807,Muy Alto,Grave,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SAN MARCOS,70708000,SUCRE,237,2,235,154,21,0.991150442477876,8.661774,-75.133831,0.6497890295358649,0.0886075949367088,Muy Alto,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SAN MARTIN,50689000,CESAR,173,27,146,112,24,0.8353658536585366,3.701899,-73.695812,0.6473988439306358,0.1387283236994219,Muy Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAN MARTIN,50689000,META,342,27,315,208,20,0.92668776371308,3.701899,-73.695812,0.6081871345029239,0.0584795321637426,Muy Alto,Grave,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAN MARTIN DE LOBA,13667000,BOLIVAR,13,0,13,32,1,1.0,8.937485,-74.039134,2.4615384615384617,0.0769230769230769,Moderado,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SAN MATEO,15673000,BOYACA,0,0,0,4,0,,6.401683,-72.555264,,,Leve,,,,
SAN MIGUEL,86757000,PUTUMAYO,80,6,74,130,2,0.9240506329113924,0.3434599999999999,-76.91217,1.625,0.025,Alto,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SAN MIGUEL,86757000,SANTANDER,1,1,0,1,0,0.0,0.34346,-76.91217,1.0,0.0,Leve,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SAN MIGUEL DE SEMA,15676000,BOYACA,3,0,3,4,0,1.0,5.518083,-73.722009,1.3333333333333333,0.0,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SAN ONOFRE,70713000,SUCRE,81,3,78,103,8,0.9615384615384616,9.736955,-75.522398,1.271604938271605,0.0987654320987654,Alto,Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SAN PABLO,13670000,BOLIVAR,137,13,124,209,10,0.9029850746268656,7.476747,-73.924602,1.5255474452554745,0.072992700729927,Alto,Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAN PABLO,13670000,NARINO,49,12,37,160,6,0.7553191489361702,7.476747,-73.924602,3.26530612244898,0.1224489795918367,Alto,Muy Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAN PABLO DE BORBUR,15681000,BOYACA,6,0,6,6,0,1.0,5.650743000000001,-74.069963,1.0,0.0,Leve,Mala,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SAN PEDRO,5664000,ANTIOQUIA,311,56,255,124,17,0.8156028368794326,6.460120000000001,-75.556743,0.3987138263665595,0.0546623794212218,Muy Alto,Grave,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAN PEDRO,5664000,SUCRE,63,4,59,75,5,0.95,6.46012,-75.556743,1.1904761904761905,0.0793650793650793,Alto,Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAN PEDRO,5664000,VALLE,137,39,98,121,7,0.7121212121212122,6.46012,-75.556743,0.8832116788321168,0.0510948905109489,Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAN PEDRO DE CARTAGO,52694000,NARINO,38,4,34,46,5,0.875,1.551572,-77.11941,1.2105263157894737,0.131578947368421,Moderado,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SAN PEDRO DE URABA,5665000,ANTIOQUIA,62,0,62,101,2,1.0,8.276884,-76.380567,1.6290322580645162,0.032258064516129,Alto,Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SAN PELAYO,23686000,CORDOBA,111,8,103,61,2,0.9245283018867924,8.958436,-75.835615,0.5495495495495496,0.018018018018018,Alto,Grave,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SAN RAFAEL,5667000,ANTIOQUIA,98,10,88,50,9,0.9302325581395348,6.293759,-75.02849,0.5102040816326531,0.0918367346938775,Alto,Grave,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAN ROQUE,5670000,ANTIOQUIA,88,10,78,106,14,0.8809523809523809,6.485939,-75.019109,1.2045454545454546,0.1590909090909091,Alto,Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAN SEBASTIAN,19693000,CAUCA,10,2,8,51,4,0.8,1.838451,-76.769467,5.1,0.4,Leve,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SAN SEBASTIAN DE BUENAVISTA,47692000,MAGDALENA,28,1,27,31,3,0.9629629629629628,9.241656,-74.351498,1.1071428571428572,0.1071428571428571,Moderado,Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SAN VICENTE,5674000,ANTIOQUIA,126,22,104,77,19,0.826271186440678,6.282164,-75.332616,0.6111111111111112,0.1507936507936507,Alto,Grave,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAN VICENTE DE CHUCURI,68689000,SANTANDER,78,10,68,90,16,0.8701298701298701,6.880383,-73.411024,1.1538461538461535,0.2051282051282051,Alto,Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAN VICENTE DEL CAGUAN,18753000,CAQUETA,795,40,755,499,52,0.9484181568088031,2.119413,-74.767894,0.6276729559748427,0.0654088050314465,Muy Alto,Mala,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
SAN ZENON,47703000,MAGDALENA,4,0,4,18,0,1.0,9.245061,-74.498992,4.5,0.0,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SANDONA,52683000,NARINO,163,9,154,262,15,0.9436936936936936,1.283438,-77.47313,1.607361963190184,0.0920245398773006,Muy Alto,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SANTA ANA,47707000,MAGDALENA,59,6,53,58,2,0.896551724137931,9.324294,-74.566845,0.9830508474576272,0.0338983050847457,Alto,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SANTA BARBARA,5679000,ANTIOQUIA,124,34,90,151,25,0.725,5.875527,-75.567351,1.217741935483871,0.2016129032258064,Alto,Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SANTA BARBARA,5679000,SANTANDER,6,1,5,6,0,0.8333333333333334,5.875527000000001,-75.567351,1.0,0.0,Leve,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SANTA BARBARA DE PINTO,47720000,MAGDALENA,7,1,6,18,0,0.8571428571428571,9.432263,-74.704667,2.571428571428572,0.0,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SANTA CATALINA,13673000,BOLIVAR,81,32,49,79,23,0.5866666666666667,10.605294,-75.287855,0.9753086419753086,0.2839506172839506,Alto,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SANTA HELENA DEL OPON,68720000,SANTANDER,2,1,1,7,0,0.5,6.339565,-73.616716,3.5,0.0,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
SANTA ISABEL,73686000,TOLIMA,11,0,11,23,2,1.0,4.713606,-75.097934,2.090909090909091,0.1818181818181818,Moderado,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SANTA LUCIA,8675000,ATLANTICO,13,4,9,43,3,0.75,10.324303,-74.959204,3.3076923076923075,0.2307692307692307,Moderado,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SANTA MARIA,41676000,BOYACA,5,0,5,3,0,1.0,2.939603,-75.586223,0.6,0.0,Leve,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SANTA MARIA,41676000,HUILA,27,0,27,26,0,1.0,2.939603,-75.586223,0.9629629629629628,0.0,Moderado,Mala,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SANTA MARTA (CT),47001000,MAGDALENA,4570,468,4102,2264,325,0.8923467660006772,11.204679,-74.199829,0.4954048140043763,0.0711159737417943,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
SANTA ROSA,13683000,BOLIVAR,213,30,183,87,21,0.8525,10.444396,-75.369824,0.4084507042253521,0.0985915492957746,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
SANTA ROSA,13683000,CAUCA,13,4,9,9,0,0.6923076923076923,10.444396,-75.369824,0.6923076923076923,0.0,Moderado,Mala,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
SANTA ROSA DE CABAL,66682000,RISARALDA,321,80,241,397,47,0.7533112582781457,4.876271,-75.623268,1.236760124610592,0.146417445482866,Muy Alto,Buena,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
SANTA ROSA DE OSOS,5686000,ANTIOQUIA,285,48,237,251,36,0.8302583025830258,6.643366,-75.460723,0.8807017543859649,0.1263157894736842,Muy Alto,Mala,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
SANTA ROSA DE VITERBO,15693000,BOYACA,17,8,9,24,4,0.5294117647058824,5.874547,-72.982461,1.411764705882353,0.2352941176470588,Moderado,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
SANTA ROSA DEL SUR,13688000,BOLIVAR,118,10,108,199,15,0.9224137931034484,7.963938000000001,-74.052243,1.6864406779661016,0.1271186440677966,Alto,Muy Buena,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
SANTA ROSALIA,99624000,VICHADA,9,0,9,18,4,1.0,5.136393,-70.859499,2.0,0.4444444444444444,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SANTA SOFIA,15696000,BOYACA,9,1,8,6,2,0.8888888888888888,5.713269000000001,-73.602707,0.6666666666666666,0.2222222222222222,Leve,Mala,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SANTACRUZ,52699000,NARINO,44,9,35,27,0,0.7857142857142857,1.222589,-77.677035,0.6136363636363636,0.0,Alto,Grave,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SANTAFE DE ANTIOQUIA,5042000,ANTIOQUIA,342,36,306,207,26,0.9006514657980456,6.556484,-75.826648,0.6052631578947368,0.0760233918128654,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
SANTANA,15686000,BOYACA,10,5,5,16,2,0.5,6.056866,-73.481639,1.6,0.2,Leve,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
SANTANDER DE QUILICHAO,19698000,CAUCA,4161,546,3615,2479,139,0.8658605040009555,3.015008,-76.485141,0.5957702475366499,0.0334054313866858,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
SANTIAGO,54680000,NORTE DE SANTANDER,42,7,35,18,0,0.825,7.865856,-72.716203,0.4285714285714285,0.0,Alto,Grave,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SANTIAGO,54680000,PUTUMAYO,14,1,13,25,2,0.9285714285714286,7.865856,-72.716203,1.7857142857142858,0.1428571428571428,Moderado,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SANTIAGO DE TOLU,70820000,SUCRE,122,5,117,99,9,0.956896551724138,9.525387,-75.581112,0.8114754098360656,0.0737704918032786,Alto,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SANTO DOMINGO,5690000,ANTIOQUIA,77,21,56,217,28,0.726027397260274,6.473032,-75.164903,2.8181818181818183,0.3636363636363636,Alto,Muy Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SANTO TOMAS,8685000,ATLANTICO,212,45,167,135,18,0.7953367875647669,10.758735,-74.757859,0.6367924528301887,0.0849056603773584,Muy Alto,Mala,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
SANTUARIO,66687000,RISARALDA,39,16,23,57,2,0.6571428571428571,5.074911,-75.964628,1.4615384615384617,0.0512820512820512,Moderado,Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SAPUYES,52720000,NARINO,47,18,29,89,25,0.6060606060606061,1.037536,-77.62028,1.893617021276596,0.5319148936170213,Alto,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SARAVENA,81736000,ARAUCA,524,145,379,422,19,0.7182203389830508,6.953926000000001,-71.872812,0.8053435114503816,0.0362595419847328,Muy Alto,Mala,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
SARDINATA,54720000,NORTE DE SANTANDER,224,68,156,242,16,0.7099056603773585,8.082105,-72.800577,1.0803571428571428,0.0714285714285714,Muy Alto,Buena,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
SASAIMA,25718000,CUNDINAMARCA,46,19,27,36,2,0.5909090909090909,4.962167,-74.432628,0.782608695652174,0.0434782608695652,Alto,Mala,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
SATIVANORTE,15720000,BOYACA,1,0,1,3,0,1.0,6.131132,-72.708458,3.0,0.0,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SATIVASUR,15723000,BOYACA,2,0,2,1,1,1.0,6.093183,-72.712435,0.5,0.5,Leve,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SEGOVIA,5736000,ANTIOQUIA,784,11,773,296,19,0.9847826086956522,7.079648,-74.701596,0.3775510204081632,0.024234693877551,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
SESQUILE,25736000,CUNDINAMARCA,46,25,21,60,7,0.4666666666666667,5.04476,-73.796099,1.3043478260869563,0.1521739130434782,Alto,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
SEVILLA,76736000,VALLE,293,49,244,251,18,0.8387681159420289,4.270714,-75.931629,0.856655290102389,0.0614334470989761,Muy Alto,Mala,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
SIACHOQUE,15740000,BOYACA,4,1,3,11,1,0.75,5.511811,-73.24466,2.75,0.25,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SIBATE,25740000,CUNDINAMARCA,287,151,136,107,21,0.4612403100775193,4.492625,-74.257874,0.3728222996515679,0.073170731707317,Muy Alto,Grave,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SIBUNDOY,86749000,PUTUMAYO,68,1,67,135,26,0.9846153846153848,1.20026,-76.917814,1.9852941176470589,0.3823529411764705,Alto,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SILOS,54743000,NORTE DE SANTANDER,7,1,6,27,1,0.8571428571428571,7.204736,-72.757128,3.857142857142857,0.1428571428571428,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SILVANIA,25743000,CUNDINAMARCA,101,48,53,88,15,0.5360824742268041,4.381981,-74.405534,0.8712871287128713,0.1485148514851485,Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SILVIA,19743000,CAUCA,203,39,164,242,11,0.7983870967741935,2.611927,-76.379753,1.192118226600985,0.0541871921182266,Muy Alto,Buena,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
SIMACOTA,68745000,SANTANDER,32,8,24,17,2,0.7931034482758621,6.443469,-73.337368,0.53125,0.0625,Moderado,Grave,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
SIMIJACA,25745000,CUNDINAMARCA,26,8,18,27,3,0.6923076923076923,5.505231,-73.850703,1.0384615384615383,0.1153846153846153,Moderado,Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
SIMITI,13744000,BOLIVAR,63,6,57,69,6,0.9032258064516128,7.953916,-73.947264,1.0952380952380951,0.0952380952380952,Alto,Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SINCELEJO (CT),70001000,SUCRE,3441,71,3370,1520,373,0.9797077922077922,9.302322,-75.395445,0.4417320546352804,0.1083987213019471,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
SITIONUEVO,47745000,MAGDALENA,49,23,26,134,18,0.5416666666666666,10.775285,-74.720021,2.7346938775510203,0.3673469387755102,Alto,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SOACHA,25754000,CUNDINAMARCA,5322,1940,3382,1857,316,0.6286786476029503,4.579268,-74.215463,0.3489289740698985,0.0593761743705373,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
SOATA,15753000,BOYACA,7,1,6,20,2,0.8571428571428571,6.331945,-72.684051,2.857142857142857,0.2857142857142857,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SOCHA,15757000,BOYACA,15,3,12,26,3,0.8,5.996717,-72.691963,1.7333333333333334,0.2,Moderado,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SOCORRO,68755000,SANTANDER,62,6,56,84,12,0.9016393442622952,6.46387,-73.261198,1.3548387096774193,0.1935483870967742,Alto,Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
SOCOTA,15755000,BOYACA,12,0,12,15,0,1.0,6.041162000000001,-72.636653,1.25,0.0,Moderado,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SOGAMOSO,15759000,BOYACA,267,43,224,324,68,0.842,5.723976,-72.924355,1.2134831460674158,0.2546816479400749,Muy Alto,Buena,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
SOLANO,18756000,CAQUETA,5,0,5,8,0,1.0,0.699077,-75.253702,1.6,0.0,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SOLEDAD,8758000,ATLANTICO,7784,990,6794,2016,639,0.8689064407814407,10.909921,-74.786054,0.2589928057553957,0.0820914696813977,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
SOLITA,18785000,CAQUETA,16,1,15,17,0,0.9333333333333332,0.87654,-75.619902,1.0625,0.0,Moderado,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SOMONDOCO,15761000,BOYACA,2,0,2,3,0,1.0,4.985726,-73.433393,1.5,0.0,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SONSON,5756000,ANTIOQUIA,140,7,133,116,12,0.9511278195488722,5.714851,-75.309596,0.8285714285714286,0.0857142857142857,Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SOPETRAN,5761000,ANTIOQUIA,163,28,135,102,7,0.8333333333333334,6.500745,-75.747378,0.6257668711656442,0.0429447852760736,Muy Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SOPLAVIENTO,13760000,BOLIVAR,6,0,6,10,0,1.0,10.38839,-75.136404,1.6666666666666667,0.0,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SOPO,25758000,CUNDINAMARCA,65,43,22,69,10,0.35,4.915395,-73.943328,1.0615384615384615,0.1538461538461538,Alto,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
SORA,15762000,BOYACA,4,0,4,7,0,1.0,5.56684,-73.450153,1.75,0.0,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SORACA,15764000,BOYACA,23,7,16,28,5,0.7272727272727273,5.500898,-73.332804,1.2173913043478262,0.217391304347826,Moderado,Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
SOTAQUIRA,15763000,BOYACA,11,4,7,16,1,0.6363636363636364,5.764986,-73.246585,1.4545454545454546,0.0909090909090909,Moderado,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
SOTARA,19760000,CAUCA,137,23,114,63,10,0.8267716535433071,2.253156,-76.613365,0.4598540145985401,0.072992700729927,Alto,Grave,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SUAITA,68770000,SANTANDER,18,1,17,18,2,0.9444444444444444,6.101329,-73.44165,1.0,0.1111111111111111,Moderado,Mala,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SUAN,8770000,ATLANTICO,23,6,17,55,4,0.7391304347826086,10.335432,-74.881687,2.391304347826087,0.1739130434782608,Moderado,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
SUAREZ,19780000,CAUCA,158,39,119,200,6,0.7582781456953642,2.959785,-76.69357,1.2658227848101269,0.0379746835443038,Muy Alto,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SUAREZ,19780000,TOLIMA,24,6,18,26,3,0.75,2.959785,-76.69357,1.0833333333333333,0.125,Moderado,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SUAZA,41770000,HUILA,262,12,250,125,17,0.9484978540772532,1.976051,-75.79525,0.4770992366412214,0.0648854961832061,Muy Alto,Grave,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SUBACHOQUE,25769000,CUNDINAMARCA,45,21,24,31,2,0.5333333333333333,4.929118,-74.172773,0.6888888888888889,0.0444444444444444,Alto,Mala,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
SUCRE,19785000,CAUCA,27,4,23,54,0,0.8333333333333334,2.038237,-76.926279,2.0,0.0,Moderado,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SUCRE,19785000,SANTANDER,2,1,1,10,0,0.5,2.038237,-76.926279,5.0,0.0,Leve,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SUCRE,19785000,SUCRE,32,0,32,29,2,1.0,2.038237,-76.926279,0.90625,0.0625,Moderado,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
SUESCA,25772000,CUNDINAMARCA,42,4,38,26,2,0.9,5.103495,-73.798227,0.6190476190476191,0.0476190476190476,Alto,Grave,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
SUPATA,25777000,CUNDINAMARCA,7,1,6,8,3,0.8571428571428571,5.06162,-74.235403,1.1428571428571428,0.4285714285714285,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SUPIA,17777000,CALDAS,114,7,107,159,14,0.9357798165137616,5.446843,-75.64966,1.394736842105263,0.1228070175438596,Alto,Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
SURATA,68780000,SANTANDER,4,0,4,6,1,1.0,7.366580000000001,-72.984232,1.5,0.25,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SUSA,25779000,CUNDINAMARCA,11,3,8,17,0,0.7272727272727273,5.455291,-73.813938,1.5454545454545454,0.0,Moderado,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SUSACON,15774000,BOYACA,7,3,4,8,0,0.5714285714285714,6.230332,-72.69028899999999,1.1428571428571428,0.0,Leve,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
SUTAMARCHAN,15776000,BOYACA,11,0,11,12,0,1.0,5.619781,-73.620536,1.0909090909090908,0.0,Moderado,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
SUTATAUSA,25781000,CUNDINAMARCA,33,10,23,13,6,0.6875,5.247482,-73.853159,0.3939393939393939,0.1818181818181818,Moderado,Grave,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
SUTATENZA,15778000,BOYACA,6,3,3,10,4,0.5,5.022989,-73.452317,1.6666666666666667,0.6666666666666666,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
